Name of Department,Module ID,Name of Module,Name of Type,Activity ID,Name,Day,Start Time,End Time,Whole-Class/Subgroup,Size,Real Size,Duration,Weeks,Number of weeks,Room,Building,Campus
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A521,Y1 AB1 - HP03 Histology of Epithelia/AB,Mon,15:00,17:00,,60,57,4,Sem1 wk3,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A523,Y1 AB1 - HP03 Histology of Epithelia/CD,Tue,14:00,16:00,,60,58,4,Sem1 wk3,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A525,Y1 AB1 - HP04 Histology of Cartilage/AB,Tue,11:00,13:00,,60,57,4,Sem1 wk4,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A527,Y1 AB1 - HP04 Histology of Cartilage/CD,Thu,11:00,13:00,,60,58,4,Sem1 wk4,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A52A,Y1 AB1 - HP05 Bone Histology/CD,Tue,14:00,16:00,,60,58,4,Sem1 wk7,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A52C,Y1 AB1 - HP05 Bone Histology/AB,Fri,14:00,16:00,,60,57,4,Sem1 wk7,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A535,Y1 AB1 - HP06 Histology of Muscle & Tendon/CD,Thu,11:00,13:00,,60,58,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A537,Y1 AB1 - HP06 Histology of Muscle & Tendon/AB,Thu,14:00,16:00,,60,57,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A53A,Y1 AB1 - HP07 Histology of Glands/CD,Fri,11:00,13:00,,60,58,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A53C,Y1 AB1 - HP07 Histology of Glands/AB,Fri,14:00,16:00,,60,57,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A53F,Y1 AB1 - HP08 Histology of Nervous Tissue/CD,Mon,11:00,13:00,,60,58,4,Sem1 wk10,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A541,Y1 AB1 - HP08 Histology of Nervous Tissue/AB,Tue,11:00,13:00,,60,57,4,Sem1 wk10,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A55B,Y1 AB1 - CBP01 Enzymes/D,Mon,10:00,13:00,,30,29,6,Sem1 wk4,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A55D,Y1 AB1 - CBP01 Enzymes/A,Mon,14:00,17:00,,30,31,6,Sem1 wk4,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A55F,Y1 AB1 - CBP01 Enzymes/C,Fri,10:00,13:00,,30,29,6,Sem1 wk4,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A561,Y1 AB1 - CBP01 Enzymes/B,Fri,14:00,17:00,,30,26,6,Sem1 wk4,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A563,Y1 AB1 - CBP02 Molecular Tools & Diagnostics (G. Mclachlan & T. Burdon)/A,Thu,14:00,17:00,,30,31,6,Sem1 wk6,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A565,Y1 AB1 - CBP02 Molecular Tools & Diagnostics (G. Mclachlan & T. Burdon)/D,Fri,10:00,13:00,,30,29,6,Sem1 wk6,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A567,Y1 AB1 - CBP02 Molecular Tools & Diagnostics (G. Mclachlan & T. Burdon)/C,Mon,10:00,13:00,,30,29,6,Sem1 wk7,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A569,Y1 AB1 - CBP02 Molecular Tools & Diagnostics (G. Mclachlan & T. Burdon)/B,Mon,14:00,17:00,,30,26,6,Sem1 wk7,1,VS_G.11 - Teaching Lab 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A574,Y1 AB1 - CBP03 Computer Simulation: Drugs & Receptors/D,Mon,11:00,13:00,,30,29,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A576,Y1 AB1 - CBP03 Computer Simulation: Drugs & Receptors/B,Mon,14:00,16:00,,30,26,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A578,Y1 AB1 - CBP03 Computer Simulation: Drugs & Receptors/A,Tue,11:00,13:00,,30,31,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Practical,#SPLUS03A57A,Y1 AB1 - CBP03 Computer Simulation: Drugs & Receptors/C,Tue,14:00,16:00,,30,29,4,Sem1 wk8,1,VS_G.12 - Teaching Lab 2,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5B7,Y1 AB1 - T01 Genes & Gene Expression/A,Fri,14:00,15:30,,28,31,3,Sem1 wk5,1,VS_G.03A - Tutorial Room 2A,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5B9,Y1 AB1 - T01 Genes & Gene Expression/B,Fri,11:00,12:30,,28,26,3,Sem1 wk5,1,VS_G.03A - Tutorial Room 2A,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5BB,Y1 AB1 - T01 Genes & Gene Expression/C,Mon,11:00,12:30,,28,29,3,Sem1 wk6,1,VS_G.03A - Tutorial Room 2A,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5BD,Y1 AB1 - T01 Genes & Gene Expression/D,Mon,14:00,15:30,,28,29,3,Sem1 wk6,1,VS_G.03A - Tutorial Room 2A,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5CE,Y1 AB1 - T02 Cell Motility/C01-02,Tue,11:00,12:00,,12,10,2,Sem1 wk8,1,VS_1.24 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5D0,Y1 AB1 - T02 Cell Motility/C03-04,Tue,11:00,12:00,,12,10,2,Sem1 wk8,1,VS_1.26 - Sim Debrief and Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5D2,Y1 AB1 - T02 Cell Motility/C05-06,Tue,11:00,12:00,,12,9,2,Sem1 wk8,1,VS_1.27 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5D4,Y1 AB1 - T02 Cell Motility/D01-02,Wed,11:00,12:00,,12,9,2,Sem1 wk8,1,VS_1.25 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5D6,Y1 AB1 - T02 Cell Motility/D03-04,Wed,11:00,12:00,,12,11,2,Sem1 wk8,1,VS_1.26 - Sim Debrief and Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5D8,Y1 AB1 - T02 Cell Motility/D05-06,Wed,11:00,12:00,,12,9,2,Sem1 wk8,1,VS_1.27 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5DA,Y1 AB1 - T02 Cell Motility/A01-02,Thu,11:00,12:00,,12,11,2,Sem1 wk8,1,VS_1.24 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5DC,Y1 AB1 - T02 Cell Motility/A03-04,Thu,11:00,12:00,,12,10,2,Sem1 wk8,1,VS_1.25 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5DE,Y1 AB1 - T02 Cell Motility/A05-06,Thu,11:00,12:00,,12,10,2,Sem1 wk8,1,VS_1.27 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5E0,Y1 AB1 - T02 Cell Motility/B01-02,Mon,11:00,12:00,,12,8,2,Sem1 wk9,1,VS_1.24 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5E2,Y1 AB1 - T02 Cell Motility/B03-04,Mon,11:00,12:00,,12,8,2,Sem1 wk9,1,VS_1.25 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5E4,Y1 AB1 - T02 Cell Motility/B05-06,Mon,11:00,12:00,,12,10,2,Sem1 wk9,1,VS_1.27 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5EC,Y1 AB1 - T03 Cell Signalling (T. Burdon)/A01-02,Tue,11:00,12:00,,12,11,2,Sem1 wk11,1,VS_1.25 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5EE,Y1 AB1 - T03 Cell Signalling (T. Burdon)/A03-04,Tue,11:00,12:00,,12,10,2,Sem1 wk11,1,VS_1.24 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5F0,Y1 AB1 - T03 Cell Signalling (T. Burdon)/A05-06,Tue,11:00,12:00,,12,10,2,Sem1 wk11,1,VS_1.27 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5F2,Y1 AB1 - T03 Cell Signalling (T. Burdon)/C01-02,Thu,14:00,15:00,,12,10,2,Sem1 wk10,1,VS_1.24 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5F4,Y1 AB1 - T03 Cell Signalling (T. Burdon)/C03-04,Thu,14:00,15:00,,12,10,2,Sem1 wk10,1,VS_1.25 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5F6,Y1 AB1 - T03 Cell Signalling (T. Burdon)/C05-06,Thu,14:00,15:00,,12,9,2,Sem1 wk10,1,VS_1.26 - Sim Debrief and Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5F8,Y1 AB1 - T03 Cell Signalling (T. Burdon)/B01-02,Fri,11:00,12:00,,12,8,2,Sem1 wk10,1,VS_1.25 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5FA,Y1 AB1 - T03 Cell Signalling (T. Burdon)/B03-04,Fri,11:00,12:00,,12,8,2,Sem1 wk10,1,VS_1.26 - Sim Debrief and Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5FC,Y1 AB1 - T03 Cell Signalling (T. Burdon)/B05-06,Fri,11:00,12:00,,12,10,2,Sem1 wk10,1,VS_1.27 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A5FE,Y1 AB1 - T03 Cell Signalling (T. Burdon)/D01-02,Fri,14:00,15:00,,12,9,2,Sem1 wk10,1,VS_1.25 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A600,Y1 AB1 - T03 Cell Signalling (T. Burdon)/D03-04,Fri,14:00,15:00,,12,11,2,Sem1 wk10,1,VS_1.26 - Sim Debrief and Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08038_SS1_YR,The Animal Body (1),*Tutorial,#SPLUS03A602,Y1 AB1 - T03 Cell Signalling (T. Burdon)/D05-06,Fri,14:00,15:00,,12,9,2,Sem1 wk10,1,VS_1.27 - Tutorial Room,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A608,"Y1 PCS1 - L01 Introducing the Professional & Clinical Skills Course, the 1st year Foundation & the Portfolio",Mon,9:00,10:00,WC,120,114,2,Sem1 wk2,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A60A,Y1 PCS1 - Making the Most of Your Money,Thu,14:00,15:00,WC,120,114,2,Sem1 wk2,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A60E,Y1 PCS1 - Speaking Up: Public Speaking & Presenting Skills,Thu,15:00,16:00,WC,120,114,2,Sem1 wk2,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A610,Y1 PCS1 - T01 Essential Tools for Professional & Clinical Skills,Fri,14:00,15:00,WC,120,114,2,Sem1 wk2,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A614,Y1 PCS1 - Induction: How to Study,Mon,9:00,10:00,WC,130,114,2,Sem1 wk3,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A618,"Y1 PCS1 - ""Leave that dog alone!"" Animal Welfare in Teaching",Wed,12:00,13:00,WC,130,114,2,Sem1 wk3,1,Roslin G-022 (Auditorium),Roslin Institute,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A61C,Y1 PCS1 - E-Professionalism,Thu,9:00,10:00,WC,130,114,2,Sem1 wk3,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A620,Y1 PCS1 - Introduction to Feedback,Mon,9:00,10:00,WC,130,114,2,Sem1 wk4,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A622,Y1 PCS1 - Pressure & Why it's Good for Vets,Fri,12:00,13:00,WC,120,114,2,Sem1 wk3,1,Roslin G-022 (Auditorium),Roslin Institute,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A626,Y1 PCS1 - Intro to Poster Assessment,Mon,9:00,10:00,WC,120,114,2,Sem1 wk5,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A62C,Y1 PCS1 - Communication Skills 1,Thu,9:00,10:00,WC,130,114,2,Sem1 wk6,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
Royal (Dick) School of Veterinary Studies,BVMS08052_SS1_YR,Professional & Clinical Skills (1),*Lecture,#SPLUS03A630,Y1 PCS1 - Time Management & Progress Review,Fri,9:00,10:00,WC,130,114,2,Sem1 wk6,1,VS_G.58 - Lecture Theatre 1,Vet School,*Easter Bush
School of Biological Sciences,PLSC10026_SS1_YR,Plant Science Research Project,*Lecture,#SPLUSBBD04C,PLSC10026 - Plant Science Research Project - Skills & Data Analysis,Tue,9:00,12:00,WC,4,4,6,Sem1 wk1-Sem1 wk10,10,JCMB_2901,JCMB,*King's Buildings
School of Biological Sciences,PLSC10026_SS1_YR,Plant Science Research Project,*Lecture,#SPLUSBBD04E 002,"PLSC10026 - Plant Science Research Project - Skills & Data Analysis <13, 16>",Wed,9:00,10:00,,4,4,2,"Sem1 wk5, Sem1 wk8",2,MH_G.13,Murchison House,*King's Buildings
School of Biological Sciences,PLSC10026_SS1_YR,Plant Science Research Project,*Lecture,#SPLUSBBD04E 001,"PLSC10026 - Plant Science Research Project - Skills & Data Analysis <09-12, 14-15, 17-18>",Wed,9:00,12:00,,4,4,6,"Sem1 wk1-Sem1 wk4, Sem1 wk6-Sem1 wk7, Sem1 wk9-Sem1 wk10",8,MH_G.13,Murchison House,*King's Buildings
School of Biological Sciences,PLSC10026_SS1_YR,Plant Science Research Project,Class Test,#SPLUSBBD056,PLSC10026 - Plant Science Research Project - Class Test,Tue,9:00,12:00,WC,66,4,6,Sem1 wk11,1,PWB_G.155 - Computer Teaching Lab,Peter Wilson Building,*King's Buildings
School of Biological Sciences,PLSC10026_SS1_YR,Plant Science Research Project,Class Test,#SPLUSBBD058,PLSC10026 - Plant Science Research Project - Class Test,Wed,9:00,12:00,WC,66,4,6,Sem1 wk11,1,JCMB_1208,JCMB,*King's Buildings
Edinburgh College of Art,,,*Lecture - Online Pre-recorded,#SPLUS008CCC,Design for Interactive Media - Directed Learning and Independent Learning,Mon,9:00,10:00,,60,39,2,Sem1 wk1-Sem1 wk11,11,0,0,0
Edinburgh College of Art,,,*Lecture,#SPLUS008CD2,Design for Interactive Media - Lecture,Thu,9:00,11:00,,42,39,4,Sem1 wk1-Sem1 wk11,11,ALH_Atrium (G.10),Alison House,*Central
Edinburgh College of Art,,,*Tutorial,#SPLUS008CD8 001,"Design for Interactive Media - Tutorial <11, 16>",Wed,10:00,13:00,,60,39,6,"Sem1 wk3, Sem1 wk8",2,ECAMB_C.13 (West Court),ECA Main Building,*Lauriston
"School of History, Classics and Archaeology",HIST10467_SV1_SEM1,"Pictures and Propaganda: The Printed Image in England, 1500-1700",*Seminar,#SPLUS9112D7,"Pictures and Propaganda: The Printed Image in England, 1500 1700",Tue,16:00,18:00,WC,25,23,4,Sem1 wk1-Sem1 wk11,11,MST_G.14 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST10337_SV1_SEM1,"Revolutionary Russia, 1861-1921",*Seminar,#SPLUS9112D9,"Revolutionary Russia, 1861-1921",Fri,9:00,11:00,WC,25,25,4,Sem1 wk1-Sem1 wk11,11,LLTC_5.3,Lister Learning and Teaching Centre,*Central
"School of History, Classics and Archaeology",ECSH10091_SV1_SEM1,London Life in the Eighteenth Century: Society and Culture,*Seminar,#SPLUS9112DD,London Life in the Eighteenth Century,Thu,11:00,13:00,WC,25,24,4,Sem1 wk1-Sem1 wk11,11,MST_G.14 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST10116_SV1_SEM1,Black Nationalism in America,*Seminar,#SPLUS9112DF,Black Nationalism in America,Wed,11:00,13:00,WC,25,23,4,Sem1 wk1-Sem1 wk11,11,40GS_9.18,40 George Square,*George Square/Buccleuch
"School of History, Classics and Archaeology",HIST10349_SV1_SEM1,"Wine in Global History: Regulation, Consumption and Contention",*Seminar,#SPLUS9112E3 001,Wine in Global History <09-18>,Fri,9:00,11:00,,25,16,4,Sem1 wk1-Sem1 wk10,10,MST_G.15 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST10479_SV1_SEM1,"Carnival in the Atlantic World: Play, Power and Politics",*Seminar,#SPLUS9112E5 003,Carnival in the Atlantic World <18>,Fri,10:00,13:00,,25,21,6,Sem1 wk10,1,AT_2.12,Appleton Tower,*George Square/Buccleuch
"School of History, Classics and Archaeology",HIST10479_SV1_SEM1,"Carnival in the Atlantic World: Play, Power and Politics",*Seminar,#SPLUS9112E5 002,"Carnival in the Atlantic World <12-16, 19>",Fri,11:00,13:00,,25,21,4,"Sem1 wk4-Sem1 wk8, Sem1 wk11",6,LLTC_G.10,Lister Learning and Teaching Centre,*Central
"School of History, Classics and Archaeology",HIST10479_SV1_SEM1,"Carnival in the Atlantic World: Play, Power and Politics",*Seminar,#SPLUS9112E5 001,Carnival in the Atlantic World <09-11>,Fri,11:00,13:00,,25,21,4,Sem1 wk1-Sem1 wk3,3,LLTC_5.3,Lister Learning and Teaching Centre,*Central
"School of History, Classics and Archaeology",HIST10488_SV1_SEM1,Slavery and Forced Labour in the British Atlantic World,*Seminar,#SPLUS9112EE,Slavery and Forced Labour in the British Atlantic World,Tue,11:00,13:00,WC,25,23,4,Sem1 wk1-Sem1 wk11,11,40GS_9.18,40 George Square,*George Square/Buccleuch
"School of History, Classics and Archaeology",HIST10383_SV1_SEM1,"The White Man's Burden: Race, Gender and the Victorian Empire",*Seminar,#SPLUS9112F0,The White Man's Burden,Fri,14:00,16:00,WC,25,24,4,Sem1 wk1-Sem1 wk11,11,MST_G.16 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST10506_SV1_SEM1,India in the 18th and 19th Centuries: From Mughal Empire to British Empire,*Seminar,#SPLUS9112FA,India in the 18th and 19th Centuries: From Mughal Empire to British Empire,Fri,14:00,16:00,WC,25,16,4,Sem1 wk1-Sem1 wk11,11,MST_G.15 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST10503_SV1_SEM1,Water and Society in Pre-Modern Eurasia,*Seminar,#SPLUS9112FE,Water and Society in Pre-Modern Eurasia,Thu,11:00,13:00,WC,25,20,4,Sem1 wk1-Sem1 wk11,11,40GS_9.18,40 George Square,*George Square/Buccleuch
"School of History, Classics and Archaeology",HIST10492_SV1_SEM1,Introduction to The Modern History of Sexuality,*Seminar,#SPLUS91130F,Introduction to The Modern History of Sexuality/01,Mon,11:00,13:00,,25,24,4,Sem1 wk1-Sem1 wk11,11,40GS_9.18,40 George Square,*George Square/Buccleuch
"School of History, Classics and Archaeology",HIST10492_SV1_SEM1,Introduction to The Modern History of Sexuality,*Seminar,#SPLUS911311,Introduction to The Modern History of Sexuality/02,Tue,16:00,18:00,,25,25,4,Sem1 wk1-Sem1 wk11,11,MST_G.15 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST10494_SV1_SEM1,"Universal Khans: Life & Society in the Mongol World Empire, 1200-1400",*Seminar,#SPLUS911315,Universal Khans/01,Wed,11:00,13:00,,25,25,4,Sem1 wk1-Sem1 wk11,11,LLTC_2.3,Lister Learning and Teaching Centre,*Central
"School of History, Classics and Archaeology",HIST10494_SV1_SEM1,"Universal Khans: Life & Society in the Mongol World Empire, 1200-1400",*Seminar,#SPLUS911317,Universal Khans/02,Thu,16:00,18:00,,25,24,4,Sem1 wk1-Sem1 wk11,11,MST_G.14 Seminar Room - Doorway 4,"Medical School, Teviot",*Central
"School of History, Classics and Archaeology",HIST10489_SV1_SEM1,Revolution and Reform in the Modern Middle East,*Seminar,#SPLUS91134C 003,"Revolution and Reform in the Modern Middle East - Seminar/01 <10, 12-19>",Tue,14:00,16:00,,25,24,4,"Sem1 wk2, Sem1 wk4-Sem1 wk11",9,LLTC_1.1,Lister Learning and Teaching Centre,*Central
"School of History, Classics and Archaeology",HIST10489_SV1_SEM1,Revolution and Reform in the Modern Middle East,*Seminar,#SPLUS91134C 002,Revolution and Reform in the Modern Middle East - Seminar/01 <11>,Tue,14:00,16:00,,25,24,4,Sem1 wk3,1,LLTC_4.1,Lister Learning and Teaching Centre,*Central
